match-id,slug,competition,edition,md,stage,group,sec,datetime-local,home,home_key,away,away_key,stadium,home_score,away_score,home_score_pk,away_score_pk,mom,mom_team,note,updated_at
WC-2014-MD003,spain-vs-netherlands,WC,2014,MD003,Group-Phase,B,第１節,6/13(金)16:00,スペイン,spain,オランダ,netherlands,Arena Fonte Nova,1,5,,,,,,2026/3/11
WC-2014-MD004,chile-vs-australia,WC,2014,MD004,Group-Phase,B,第１節,6/13(金)18:00,チリ,chile,オーストラリア,australia,Arena Pantanal,3,1,,,,,,2026/3/11
WC-2014-MD005,colombia-vs-greece,WC,2014,MD005,Group-Phase,C,第１節,6/14(土)13:00,コロンビア,colombia,ギリシャ,greece,Estádio Mineirão,3,0,,,,,,2026/3/11
WC-2014-MD006,uruguay-vs-costa-rica,WC,2014,MD006,Group-Phase,D,第１節,6/14(土)16:00,ウルグアイ,uruguay,コスタリカ,costa-rica,Estádio Castelão,1,3,,,,,,2026/3/11
WC-2014-MD007,england-vs-italy,WC,2014,MD007,Group-Phase,D,第１節,6/14(土)18:00,イングランド,england,イタリア,italy,Arena Amazônia,1,2,,,,,,2026/3/11
WC-2014-MD008,cote-divoire-vs-japan,WC,2014,MD008,Group-Phase,C,第１節,6/14(土)22:00,コートジボワール,cote-divoire,日本,japan,Arena Pernambuco,2,1,,,,,,2026/3/11
WC-2014-MD009,switzerland-vs-ecuador,WC,2014,MD009,Group-Phase,E,第１節,6/15(日)13:00,スイス,switzerland,エクアドル,ecuador,Estádio Nacional Mané Garrincha,2,1,,,,,,2026/3/11
WC-2014-MD010,france-vs-honduras,WC,2014,MD010,Group-Phase,E,第１節,6/15(日)16:00,フランス,france,ホンジュラス,honduras,Estádio Beira-Rio,3,0,,,,,,2026/3/11
WC-2014-MD011,argentina-vs-bosnia-and-herzegovina,WC,2014,MD011,Group-Phase,F,第１節,6/15(日)19:00,アルゼンチン,argentina,ボスニア・ヘルツェゴビナ,bosnia-and-herzegovina,Estádio do Maracanã,2,1,,,,,,2026/3/11
WC-2014-MD012,germany-vs-portugal,WC,2014,MD012,Group-Phase,G,第１節,6/16(月)13:00,ドイツ,germany,ポルトガル,portugal,Arena Fonte Nova,4,0,,,,,,2026/3/11
WC-2014-MD013,iran-vs-nigeria,WC,2014,MD013,Group-Phase,F,第１節,6/16(月)16:00,イラン,iran,ナイジェリア,nigeria,Arena da Baixada,0,0,,,,,,2026/3/11
WC-2014-MD014,ghana-vs-usa,WC,2014,MD014,Group-Phase,G,第１節,6/16(月)19:00,ガーナ,ghana,アメリカ,usa,Estádio das Dunas,1,2,,,,,,2026/3/11
WC-2014-MD015,belgium-vs-algeria,WC,2014,MD015,Group-Phase,H,第１節,6/17(火)13:00,ベルギー,belgium,アルジェリア,algeria,Estádio Mineirão,2,1,,,,,,2026/3/11
WC-2014-MD016,brazil-vs-mexico,WC,2014,MD016,Group-Phase,A,第２節,6/17(火)16:00,ブラジル,brazil,メキシコ,mexico,Estádio Castelão,0,0,,,,,,2026/3/11
WC-2014-MD017,russia-vs-south-korea,WC,2014,MD017,Group-Phase,H,第１節,6/17(火)18:00,ロシア,russia,韓国,south-korea,Arena Pantanal,1,1,,,,,,2026/3/11
WC-2014-MD018,australia-vs-netherlands,WC,2014,MD018,Group-Phase,B,第２節,6/18(水)13:00,オーストラリア,australia,オランダ,netherlands,Estádio Beira-Rio,2,3,,,,,,2026/3/11
WC-2014-MD019,cameroon-vs-croatia,WC,2014,MD019,Group-Phase,A,第２節,6/18(水)18:00,カメルーン,cameroon,クロアチア,croatia,Arena Amazônia,0,4,,,,,,2026/3/11
WC-2014-MD020,spain-vs-chile,WC,2014,MD020,Group-Phase,B,第２節,6/18(水)16:00,スペイン,spain,チリ,chile,Estádio do Maracanã,0,2,,,,,,2026/3/11
WC-2014-MD021,colombia-vs-cote-divoire,WC,2014,MD021,Group-Phase,C,第２節,6/19(木)13:00,コロンビア,colombia,コートジボワール,cote-divoire,Estádio Nacional Mané Garrincha,2,1,,,,,,2026/3/11
WC-2014-MD022,uruguay-vs-england,WC,2014,MD022,Group-Phase,D,第２節,6/19(木)16:00,ウルグアイ,uruguay,イングランド,england,Arena de São Paulo,2,1,,,,,,2026/3/11
WC-2014-MD023,japan-vs-greece,WC,2014,MD023,Group-Phase,C,第２節,6/19(木)19:00,日本,japan,ギリシャ,greece,Estádio das Dunas,0,0,,,,,,2026/3/11
WC-2014-MD024,italy-vs-costa-rica,WC,2014,MD024,Group-Phase,D,第２節,6/20(金)13:00,イタリア,italy,コスタリカ,costa-rica,Arena Pernambuco,0,1,,,,,,2026/3/11
WC-2014-MD025,switzerland-vs-france,WC,2014,MD025,Group-Phase,E,第２節,6/20(金)16:00,スイス,switzerland,フランス,france,Arena Fonte Nova,2,5,,,,,,2026/3/11
WC-2014-MD026,honduras-vs-ecuador,WC,2014,MD026,Group-Phase,E,第２節,6/20(金)19:00,ホンジュラス,honduras,エクアドル,ecuador,Arena da Baixada,1,2,,,,,,2026/3/11
WC-2014-MD027,argentina-vs-iran,WC,2014,MD027,Group-Phase,F,第２節,6/21(土)13:00,アルゼンチン,argentina,イラン,iran,Estádio Mineirão,1,0,,,,,,2026/3/11
WC-2014-MD028,germany-vs-ghana,WC,2014,MD028,Group-Phase,G,第２節,6/21(土)16:00,ドイツ,germany,ガーナ,ghana,Estádio Castelão,2,2,,,,,,2026/3/11
WC-2014-MD029,nigeria-vs-bosnia-and-herzegovina,WC,2014,MD029,Group-Phase,F,第２節,6/21(土)18:00,ナイジェリア,nigeria,ボスニア・ヘルツェゴビナ,bosnia-and-herzegovina,Arena Pantanal,1,0,,,,,,2026/3/11
WC-2014-MD030,belgium-vs-russia,WC,2014,MD030,Group-Phase,H,第２節,6/22(日)13:00,ベルギー,belgium,ロシア,russia,Estádio do Maracanã,1,0,,,,,,2026/3/11
WC-2014-MD031,usa-vs-portugal,WC,2014,MD031,Group-Phase,G,第２節,6/22(日)18:00,アメリカ,usa,ポルトガル,portugal,Arena Amazônia,2,2,,,,,,2026/3/11
WC-2014-MD032,south-korea-vs-algeria,WC,2014,MD032,Group-Phase,H,第２節,6/22(日)16:00,韓国,south-korea,アルジェリア,algeria,Estádio Beira-Rio,2,4,,,,,,2026/3/11
WC-2014-MD033,australia-vs-spain,WC,2014,MD033,Group-Phase,A,第３節,6/23(月)13:00,オーストラリア,australia,スペイン,spain,Arena da Baixada,0,3,,,,,,2026/3/11
WC-2014-MD034,netherlands-vs-chile,WC,2014,MD034,Group-Phase,B,第３節,6/23(月)13:00,オランダ,netherlands,チリ,chile,Arena de São Paulo,2,0,,,,,,2026/3/11
WC-2014-MD035,cameroon-vs-brazil,WC,2014,MD035,Group-Phase,A,第３節,6/23(月)17:00,カメルーン,cameroon,ブラジル,brazil,Estádio Nacional Mané Garrincha,1,4,,,,,,2026/3/11
WC-2014-MD036,croatia-vs-mexico,WC,2014,MD036,Group-Phase,A,第３節,6/23(月)17:00,クロアチア,croatia,メキシコ,mexico,Arena Pernambuco,1,3,,,,,,2026/3/11
WC-2014-MD037,japan-vs-colombia,WC,2014,MD037,Group-Phase,C,第３節,6/24(火)16:00,日本,japan,コロンビア,colombia,Arena Pantanal,1,4,,,,,,2026/3/11
WC-2014-MD038,greece-vs-cote-divoire,WC,2014,MD038,Group-Phase,C,第３節,6/24(火)17:00,ギリシャ,greece,コートジボワール,cote-divoire,Estádio Castelão,2,1,,,,,,2026/3/11
WC-2014-MD039,italy-vs-uruguay,WC,2014,MD039,Group-Phase,D,第３節,6/24(火)13:00,イタリア,italy,ウルグアイ,uruguay,Estádio das Dunas,0,1,,,,,,2026/3/11
WC-2014-MD040,costa-rica-vs-england,WC,2014,MD040,Group-Phase,D,第３節,6/24(火)13:00,コスタリカ,costa-rica,イングランド,england,Estádio Mineirão,0,0,,,,,,2026/3/11
WC-2014-MD041,honduras-vs-switzerland,WC,2014,MD041,Group-Phase,E,第３節,6/25(水)16:00,ホンジュラス,honduras,スイス,switzerland,Arena Amazônia,0,3,,,,,,2026/3/11
WC-2014-MD042,ecuador-vs-france,WC,2014,MD042,Group-Phase,E,第３節,6/25(水)17:00,エクアドル,ecuador,フランス,france,Estádio do Maracanã,0,0,,,,,,2026/3/11
WC-2014-MD043,nigeria-vs-argentina,WC,2014,MD043,Group-Phase,F,第３節,6/25(水)13:00,ナイジェリア,nigeria,アルゼンチン,argentina,Estádio Beira-Rio,2,3,,,,,,2026/3/11
WC-2014-MD044,bosnia-and-herzegovina-vs-iran,WC,2014,MD044,Group-Phase,F,第３節,6/25(水)13:00,ボスニア・ヘルツェゴビナ,bosnia-and-herzegovina,イラン,iran,Arena Fonte Nova,3,1,,,,,,2026/3/11
WC-2014-MD045,usa-vs-germany,WC,2014,MD045,Group-Phase,G,第３節,6/26(木)13:00,アメリカ,usa,ドイツ,germany,Arena Pernambuco,0,1,,,,,,2026/3/11
WC-2014-MD046,portugal-vs-ghana,WC,2014,MD046,Group-Phase,G,第３節,6/26(木)13:00,ポルトガル,portugal,ガーナ,ghana,Estádio Nacional Mané Garrincha,2,1,,,,,,2026/3/11
WC-2014-MD047,south-korea-vs-belgium,WC,2014,MD047,Group-Phase,H,第３節,6/26(木)17:00,韓国,south-korea,ベルギー,belgium,Arena de São Paulo,0,1,,,,,,2026/3/11
WC-2014-MD048,algeria-vs-russia,WC,2014,MD048,Group-Phase,H,第３節,6/26(木)17:00,アルジェリア,algeria,ロシア,russia,Arena da Baixada,1,1,,,,,,2026/3/11
WC-2014-MD049,brazil-vs-chile,WC,2014,MD049,Round-16,,ラウンド16,6/28(土)13:00,ブラジル,brazil,チリ,chile,Estádio Mineirão,1,1,3,2,,,延長・PK戦,2026/3/11
WC-2014-MD050,colombia-vs-uruguay,WC,2014,MD050,Round-16,,ラウンド16,6/28(土)17:00,コロンビア,colombia,ウルグアイ,uruguay,Estádio do Maracanã,2,0,,,,,,2026/3/11
WC-2014-MD051,netherlands-vs-mexico,WC,2014,MD051,Round-16,,ラウンド16,6/29(日)13:00,オランダ,netherlands,メキシコ,mexico,Estádio Castelão,2,1,,,,,,2026/3/11
WC-2014-MD052,costa-rica-vs-greece,WC,2014,MD052,Round-16,,ラウンド16,6/29(日)17:00,コスタリカ,costa-rica,ギリシャ,greece,Arena Pernambuco,1,1,5,3,,,延長・PK戦,2026/3/11
WC-2014-MD053,france-vs-nigeria,WC,2014,MD053,Round-16,,ラウンド16,6/30(月)13:00,フランス,france,ナイジェリア,nigeria,Estádio Nacional Mané Garrincha,2,0,,,,,,2026/3/11
WC-2014-MD054,germany-vs-algeria,WC,2014,MD054,Round-16,,ラウンド16,6/30(月)17:00,ドイツ,germany,アルジェリア,algeria,Estádio Beira-Rio,2,1,,,,,延長,2026/3/11
WC-2014-MD055,argentina-vs-switzerland,WC,2014,MD055,Round-16,,ラウンド16,7/1(火)13:00,アルゼンチン,argentina,スイス,switzerland,Arena de São Paulo,1,0,,,,,延長,2026/3/11
WC-2014-MD056,belgium-vs-usa,WC,2014,MD056,Round-16,,ラウンド16,7/1(火)17:00,ベルギー,belgium,アメリカ,usa,Arena Fonte Nova,2,1,,,,,延長,2026/3/11
WC-2014-MD057,brazil-vs-colombia,WC,2014,MD057,Quarter-Final,,準々決勝,7/4(金)17:00,ブラジル,brazil,コロンビア,colombia,Estádio Castelão,2,1,,,,,,2026/3/11
WC-2014-MD058,france-vs-germany,WC,2014,MD058,Quarter-Final,,準々決勝,7/4(金)13:00,フランス,france,ドイツ,germany,Estádio do Maracanã,0,1,,,,,,2026/3/11
WC-2014-MD059,netherlands-vs-costa-rica,WC,2014,MD059,Quarter-Final,,準々決勝,7/5(土)17:00,オランダ,netherlands,コスタリカ,costa-rica,Arena Fonte Nova,0,0,4,3,,,延長・PK戦,2026/3/11
WC-2014-MD060,argentina-vs-belgium,WC,2014,MD060,Quarter-Final,,準々決勝,7/5(土)13:00,アルゼンチン,argentina,ベルギー,belgium,Estádio Nacional Mané Garrincha,1,0,,,,,,2026/3/11
WC-2014-MD061,brazil-vs-germany,WC,2014,MD061,Semi-Final,,準決勝,7/8(火)17:00,ブラジル,brazil,ドイツ,germany,Estádio Mineirão,1,7,,,,,,2026/3/11
WC-2014-MD062,netherlands-vs-argentina,WC,2014,MD062,Semi-Final,,準決勝,7/9(水)17:00,オランダ,netherlands,アルゼンチン,argentina,Arena de São Paulo,0,0,2,4,,,延長・PK戦,2026/3/11
WC-2014-MD063,brazil-vs-netherlands,WC,2014,MD063,Third-Place,,3位決定戦,7/12(土)17:00,ブラジル,brazil,オランダ,netherlands,Estádio Nacional Mané Garrincha,0,3,,,,,,2026/3/11
WC-2014-MD064,germany-vs-argentina,WC,2014,MD064,Final,,決勝,7/13(日)16:00,ドイツ,germany,アルゼンチン,argentina,Estádio do Maracanã,1,0,,,,,延長,2026/3/11
WC-2010-MD001,south-africa-vs-mexico,WC,2010,MD001,Group-Phase,A,第１節,6/11(金)16:00,南アフリカ,south-africa,メキシコ,mexico,Soccer City,1,1,,,,,,2026/3/13
WC-2010-MD002,uruguay-vs-france,WC,2010,MD002,Group-Phase,A,第１節,6/11(金)20:30,ウルグアイ,uruguay,フランス,france,Cape Town Stadium,0,0,,,,,,2026/3/13
WC-2010-MD003,south-korea-vs-greece,WC,2010,MD003,Group-Phase,B,第１節,6/12(土)13:30,韓国,south-korea,ギリシャ,greece,Nelson Mandela Bay Stadium,2,0,,,,,,2026/3/13
WC-2010-MD004,argentina-vs-nigeria,WC,2010,MD004,Group-Phase,B,第１節,6/12(土)16:00,アルゼンチン,argentina,ナイジェリア,nigeria,Ellis Park Stadium,1,0,,,,,,2026/3/13
WC-2010-MD005,england-vs-usa,WC,2010,MD005,Group-Phase,C,第１節,6/12(土)20:30,イングランド,england,アメリカ,usa,Royal Bafokeng Stadium,1,1,,,,,,2026/3/13
WC-2010-MD006,algeria-vs-slovenia,WC,2010,MD006,Group-Phase,C,第１節,6/13(日)13:30,アルジェリア,algeria,スロベニア,slovenia,Peter Mokaba Stadium,0,1,,,,,,2026/3/13
WC-2010-MD007,serbia-vs-ghana,WC,2010,MD007,Group-Phase,D,第１節,6/13(日)16:00,セルビア,serbia,ガーナ,ghana,Loftus Versfeld Stadium,0,1,,,,,,2026/3/13
WC-2010-MD008,germany-vs-australia,WC,2010,MD008,Group-Phase,D,第１節,6/13(日)20:30,ドイツ,germany,オーストラリア,australia,Moses Mabhida Stadium,4,0,,,,,,2026/3/13
WC-2010-MD009,netherlands-vs-denmark,WC,2010,MD009,Group-Phase,E,第１節,6/14(月)13:30,オランダ,netherlands,デンマーク,denmark,Soccer City,2,0,,,,,,2026/3/13
WC-2010-MD010,japan-vs-cameroon,WC,2010,MD010,Group-Phase,E,第１節,6/14(月)16:00,日本,japan,カメルーン,cameroon,Free State Stadium,1,0,,,,,,2026/3/13
WC-2010-MD011,italy-vs-paraguay,WC,2010,MD011,Group-Phase,F,第１節,6/14(月)20:30,イタリア,italy,パラグアイ,paraguay,Green Point Stadium,1,1,,,,,,2026/3/13
WC-2010-MD012,new-zealand-vs-slovakia,WC,2010,MD012,Group-Phase,F,第１節,6/15(火)13:30,ニュージーランド,new-zealand,スロバキア,slovakia,Royal Bafokeng Stadium,1,1,,,,,,2026/3/13
WC-2010-MD013,cote-divoire-vs-portugal,WC,2010,MD013,Group-Phase,G,第１節,6/15(火)16:00,コートジボワール,cote-divoire,ポルトガル,portugal,Nelson Mandela Bay Stadium,0,0,,,,,,2026/3/13
WC-2010-MD014,brazil-vs-north-korea,WC,2010,MD014,Group-Phase,G,第１節,6/15(火)20:30,ブラジル,brazil,北朝鮮,north-korea,Ellis Park Stadium,2,1,,,,,,2026/3/13
WC-2010-MD015,honduras-vs-chile,WC,2010,MD015,Group-Phase,H,第１節,6/16(水)13:30,ホンジュラス,honduras,チリ,chile,Mbombela Stadium,0,1,,,,,,2026/3/13
WC-2010-MD016,spain-vs-switzerland,WC,2010,MD016,Group-Phase,H,第１節,6/16(水)16:00,スペイン,spain,スイス,switzerland,Moses Mabhida Stadium,0,1,,,,,,2026/3/13
WC-2010-MD017,south-africa-vs-uruguay,WC,2010,MD017,Group-Phase,A,第２節,6/16(水)20:30,南アフリカ,south-africa,ウルグアイ,uruguay,Loftus Versfeld Stadium,0,3,,,,,,2026/3/13
WC-2010-MD018,france-vs-mexico,WC,2010,MD018,Group-Phase,A,第２節,6/17(木)13:30,フランス,france,メキシコ,mexico,Peter Mokaba Stadium,0,2,,,,,,2026/3/13
WC-2010-MD019,argentina-vs-south-korea,WC,2010,MD019,Group-Phase,B,第２節,6/17(木)16:00,アルゼンチン,argentina,韓国,south-korea,Soccer City,4,1,,,,,,2026/3/13
WC-2010-MD020,greece-vs-nigeria,WC,2010,MD020,Group-Phase,B,第２節,6/17(木)20:30,ギリシャ,greece,ナイジェリア,nigeria,Free State Stadium,2,1,,,,,,2026/3/13
WC-2010-MD021,slovenia-vs-usa,WC,2010,MD021,Group-Phase,C,第２節,6/18(金)16:00,スロベニア,slovenia,アメリカ,usa,Ellis Park Stadium,2,2,,,,,,2026/3/13
WC-2010-MD022,england-vs-algeria,WC,2010,MD022,Group-Phase,C,第２節,6/18(金)20:30,イングランド,england,アルジェリア,algeria,Green Point Stadium,0,0,,,,,,2026/3/13
WC-2010-MD023,germany-vs-serbia,WC,2010,MD023,Group-Phase,D,第２節,6/18(金)13:30,ドイツ,germany,セルビア,serbia,Nelson Mandela Bay Stadium,0,1,,,,,,2026/3/13
WC-2010-MD024,ghana-vs-australia,WC,2010,MD024,Group-Phase,D,第２節,6/19(土)16:00,ガーナ,ghana,オーストラリア,australia,Royal Bafokeng Stadium,1,1,,,,,,2026/3/13
WC-2010-MD025,netherlands-vs-japan,WC,2010,MD025,Group-Phase,E,第２節,6/19(土)13:30,オランダ,netherlands,日本,japan,Moses Mabhida Stadium,1,0,,,,,,2026/3/13
WC-2010-MD026,cameroon-vs-denmark,WC,2010,MD026,Group-Phase,E,第２節,6/19(土)20:30,カメルーン,cameroon,デンマーク,denmark,Loftus Versfeld Stadium,1,2,,,,,,2026/3/13
WC-2010-MD027,slovakia-vs-paraguay,WC,2010,MD027,Group-Phase,F,第２節,6/20(日)13:30,スロバキア,slovakia,パラグアイ,paraguay,Free State Stadium,0,2,,,,,,2026/3/13
WC-2010-MD028,italy-vs-new-zealand,WC,2010,MD028,Group-Phase,F,第２節,6/20(日)16:00,イタリア,italy,ニュージーランド,new-zealand,Mbombela Stadium,1,1,,,,,,2026/3/13
WC-2010-MD029,brazil-vs-cote-divoire,WC,2010,MD029,Group-Phase,G,第２節,6/20(日)20:30,ブラジル,brazil,コートジボワール,cote-divoire,Soccer City,3,1,,,,,,2026/3/13
WC-2010-MD030,portugal-vs-north-korea,WC,2010,MD030,Group-Phase,G,第２節,6/21(月)13:30,ポルトガル,portugal,北朝鮮,north-korea,Green Point Stadium,7,0,,,,,,2026/3/13
WC-2010-MD031,chile-vs-switzerland,WC,2010,MD031,Group-Phase,H,第２節,6/21(月)16:00,チリ,chile,スイス,switzerland,Nelson Mandela Bay Stadium,1,0,,,,,,2026/3/13
WC-2010-MD032,spain-vs-honduras,WC,2010,MD032,Group-Phase,H,第２節,6/21(月)20:30,スペイン,spain,ホンジュラス,honduras,Ellis Park Stadium,2,0,,,,,,2026/3/13
WC-2010-MD033,mexico-vs-uruguay,WC,2010,MD033,Group-Phase,A,第３節,6/22(火)16:00,メキシコ,mexico,ウルグアイ,uruguay,Royal Bafokeng Stadium,0,1,,,,,,2026/3/13
WC-2010-MD034,france-vs-south-africa,WC,2010,MD034,Group-Phase,A,第３節,6/22(火)16:00,フランス,france,南アフリカ,south-africa,Free State Stadium,1,2,,,,,,2026/3/13
WC-2010-MD035,nigeria-vs-south-korea,WC,2010,MD035,Group-Phase,B,第３節,6/22(火)20:30,ナイジェリア,nigeria,韓国,south-korea,Moses Mabhida Stadium,2,2,,,,,,2026/3/13
WC-2010-MD036,greece-vs-argentina,WC,2010,MD036,Group-Phase,B,第３節,6/22(火)20:30,ギリシャ,greece,アルゼンチン,argentina,Peter Mokaba Stadium,0,2,,,,,,2026/3/13
WC-2010-MD037,slovenia-vs-england,WC,2010,MD037,Group-Phase,C,第３節,6/23(水)16:00,スロベニア,slovenia,イングランド,england,Nelson Mandela Bay Stadium,0,1,,,,,,2026/3/13
WC-2010-MD038,usa-vs-algeria,WC,2010,MD038,Group-Phase,C,第３節,6/23(水)16:00,アメリカ,usa,アルジェリア,algeria,Loftus Versfeld Stadium,1,0,,,,,,2026/3/13
WC-2010-MD039,ghana-vs-germany,WC,2010,MD039,Group-Phase,D,第３節,6/23(水)20:30,ガーナ,ghana,ドイツ,germany,Soccer City,0,1,,,,,,2026/3/13
WC-2010-MD040,australia-vs-serbia,WC,2010,MD040,Group-Phase,D,第３節,6/23(水)20:30,オーストラリア,australia,セルビア,serbia,Mbombela Stadium,2,1,,,,,,2026/3/13
WC-2010-MD041,japan-vs-denmark,WC,2010,MD041,Group-Phase,E,第３節,6/24(木)20:30,日本,japan,デンマーク,denmark,Royal Bafokeng Stadium,3,1,,,,,,2026/3/13
WC-2010-MD042,cameroon-vs-netherlands,WC,2010,MD042,Group-Phase,E,第３節,6/24(木)20:30,カメルーン,cameroon,オランダ,netherlands,Green Point Stadium,1,2,,,,,,2026/3/13
WC-2010-MD043,slovakia-vs-italy,WC,2010,MD043,Group-Phase,F,第３節,6/24(木)16:00,スロバキア,slovakia,イタリア,italy,Ellis Park Stadium,3,2,,,,,,2026/3/13
WC-2010-MD044,paraguay-vs-new-zealand,WC,2010,MD044,Group-Phase,F,第３節,6/24(木)16:00,パラグアイ,paraguay,ニュージーランド,new-zealand,Peter Mokaba Stadium,0,0,,,,,,2026/3/13
WC-2010-MD045,portugal-vs-brazil,WC,2010,MD045,Group-Phase,G,第３節,6/25(金)16:00,ポルトガル,portugal,ブラジル,brazil,Moses Mabhida Stadium,0,0,,,,,,2026/3/13
WC-2010-MD046,north-korea-vs-cote-divoire,WC,2010,MD046,Group-Phase,G,第３節,6/25(金)16:00,北朝鮮,north-korea,コートジボワール,cote-divoire,Nelson Mandela Bay Stadium,0,3,,,,,,2026/3/13
WC-2010-MD047,chile-vs-spain,WC,2010,MD047,Group-Phase,H,第３節,6/25(金)20:30,チリ,chile,スペイン,spain,Loftus Versfeld Stadium,1,2,,,,,,2026/3/13
WC-2010-MD048,switzerland-vs-honduras,WC,2010,MD048,Group-Phase,H,第３節,6/25(金)20:30,スイス,switzerland,ホンジュラス,honduras,Free State Stadium,0,0,,,,,,2026/3/13
WC-2010-MD049,uruguay-vs-south-korea,WC,2010,MD049,Round-16,,ラウンド16,6/26(土)16:00,ウルグアイ,uruguay,韓国,south-korea,Nelson Mandela Bay Stadium,2,1,,,,,,2026/3/13
WC-2010-MD050,usa-vs-ghana,WC,2010,MD050,Round-16,,ラウンド16,6/26(土)20:30,アメリカ,usa,ガーナ,ghana,Royal Bafokeng Stadium,1,2,,,,,延長,2026/3/13
WC-2010-MD051,germany-vs-england,WC,2010,MD051,Round-16,,ラウンド16,6/27(日)16:00,ドイツ,germany,イングランド,england,Free State Stadium,4,1,,,,,,2026/3/13
WC-2010-MD052,argentina-vs-mexico,WC,2010,MD052,Round-16,,ラウンド16,6/27(日)20:30,アルゼンチン,argentina,メキシコ,mexico,Soccer City,3,1,,,,,,2026/3/13
WC-2010-MD053,netherlands-vs-slovakia,WC,2010,MD053,Round-16,,ラウンド16,6/28(月)16:00,オランダ,netherlands,スロバキア,slovakia,Moses Mabhida Stadium,2,1,,,,,,2026/3/13
WC-2010-MD054,brazil-vs-chile,WC,2010,MD054,Round-16,,ラウンド16,6/28(月)20:30,ブラジル,brazil,チリ,chile,Ellis Park Stadium,3,0,,,,,,2026/3/13
WC-2010-MD055,paraguay-vs-japan,WC,2010,MD055,Round-16,,ラウンド16,6/29(火)16:00,パラグアイ,paraguay,日本,japan,Loftus Versfeld Stadium,0,0,5,3,,,延長・PK戦,2026/3/13
WC-2010-MD056,spain-vs-portugal,WC,2010,MD056,Round-16,,ラウンド16,6/29(火)20:30,スペイン,spain,ポルトガル,portugal,Green Point Stadium,1,0,,,,,,2026/3/13
WC-2010-MD057,netherlands-vs-brazil,WC,2010,MD057,Quarter-Final,,準々決勝,7/2(金)16:00,オランダ,netherlands,ブラジル,brazil,Nelson Mandela Bay Stadium,2,1,,,,,,2026/3/13
WC-2010-MD058,uruguay-vs-ghana,WC,2010,MD058,Quarter-Final,,準々決勝,7/2(金)20:30,ウルグアイ,uruguay,ガーナ,ghana,Soccer City,1,1,4,2,,,延長・PK戦,2026/3/13
WC-2010-MD059,argentina-vs-germany,WC,2010,MD059,Quarter-Final,,準々決勝,7/3(土)16:00,アルゼンチン,argentina,ドイツ,germany,Green Point Stadium,0,4,,,,,,2026/3/13
WC-2010-MD060,paraguay-vs-spain,WC,2010,MD060,Quarter-Final,,準々決勝,7/3(土)20:30,パラグアイ,paraguay,スペイン,spain,Ellis Park Stadium,0,1,,,,,,2026/3/13
WC-2010-MD061,uruguay-vs-netherlands,WC,2010,MD061,Semi-Final,,準決勝,7/6(火)20:30,ウルグアイ,uruguay,オランダ,netherlands,Green Point Stadium,2,3,,,,,,2026/3/13
WC-2010-MD062,germany-vs-spain,WC,2010,MD062,Semi-Final,,準決勝,7/7(水)20:30,ドイツ,germany,スペイン,spain,Moses Mabhida Stadium,0,1,,,,,,2026/3/13
WC-2010-MD063,uruguay-vs-germany,WC,2010,MD063,Third-Place,,3位決定戦,7/10(土)20:30,ウルグアイ,uruguay,ドイツ,germany,Nelson Mandela Bay Stadium,2,3,,,,,,2026/3/13
WC-2010-MD064,netherlands-vs-spain,WC,2010,MD064,Final,,決勝,7/11(日)20:30,オランダ,netherlands,スペイン,spain,Soccer City,0,1,,,,,延長,2026/3/13
WC-2006-MD001,germany-vs-costa-rica,WC,2006,MD001,Group-Phase,A,第１節,6/9(金)18:00,ドイツ,germany,コスタリカ,costa-rica,FIFA World Cup Stadium Munich,4,2,,,,,,2026/3/13
WC-2006-MD002,poland-vs-ecuador,WC,2006,MD002,Group-Phase,A,第１節,6/9(金)21:00,ポーランド,poland,エクアドル,ecuador,FIFA World Cup Stadium Gelsenkirchen,0,2,,,,,,2026/3/13
WC-2006-MD003,england-vs-paraguay,WC,2006,MD003,Group-Phase,B,第１節,6/10(土)15:00,イングランド,england,パラグアイ,paraguay,FIFA World Cup Stadium Frankfurt,1,0,,,,,,2026/3/13
WC-2006-MD004,trinidad-and-tobago-vs-sweden,WC,2006,MD004,Group-Phase,B,第１節,6/10(土)18:00,トリニダード・トバゴ,trinidad-and-tobago,スウェーデン,sweden,FIFA World Cup Stadium Dortmund,0,0,,,,,,2026/3/13
WC-2006-MD005,argentina-vs-cote-divoire,WC,2006,MD005,Group-Phase,C,第１節,6/10(土)21:00,アルゼンチン,argentina,コートジボワール,cote-divoire,FIFA World Cup Stadium Hamburg,2,1,,,,,,2026/3/13
WC-2006-MD006,serbia-and-montenegro-vs-netherlands,WC,2006,MD006,Group-Phase,C,第１節,6/11(日)15:00,セルビア・モンテネグロ,serbia-and-montenegro,オランダ,netherlands,FIFA World Cup Stadium Leipzig,0,1,,,,,,2026/3/13
WC-2006-MD007,mexico-vs-iran,WC,2006,MD007,Group-Phase,D,第１節,6/11(日)18:00,メキシコ,mexico,イラン,iran,FIFA World Cup Stadium Nuremberg,3,1,,,,,,2026/3/13
WC-2006-MD008,angola-vs-portugal,WC,2006,MD008,Group-Phase,D,第１節,6/11(日)21:00,アンゴラ,angola,ポルトガル,portugal,FIFA World Cup Stadium Cologne,0,1,,,,,,2026/3/13
